twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","Twitter for BlackBerry®","","","","","",3,592989825,"","","","","","","","","","Jason statham","male","","","","","@Kristelbanks ptdrrrr abn? Jme souvient pas de sa","","[""Kristelbanks""]","","592989825","","220937851343351808","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19,"diesco77Ac","","","","","","","","","Thu, 05 Jul 2012 17:51:03 +0000","","","","",194,"","",15,"http://twitter.com/diesco77Ac","","","twitter",41,"1e1c6c9fccf5ad80e07411fa53dbd38c","","","","","","","","","",3.87,36,"","http://twitter.com/diesco77Ac/statuses/220937851343351808","","","","","","","","diesco77Ac",592989825,"","","Kristelbanks","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2313881701/IMG-20120527-00138_normal.jpg","fr","Mon, 28 May 2012 17:28:20 +0000","","","","","@Kristelbanks ptdrrrr abn? Jme souvient pas de sa","","",62,"fr","","220937495653781506","391245955","",10,"","","","","","Jason statham","","Thu, 05 Jul 2012 17:51:03 +0000","","","",""
"","","","","web","","~Follow Me ~Money Maker Everyday   #TeamKidInk\r\n#ThaAlumniMusicGroup //\r\n#TeamChiefKeef // #TeamKirkoBangz\r\n From: West Indies 971","","","",7,590848268,"","","","","","","","","https://www.facebook.com/LILsid97115","BΔTGΔNG™","","","","","","@AuroreTicouli Abn ?!! mes ses juste pour fumé ses pas dangereux","","[""AuroreTicouli""]","","590848268","","220958587583860736","","","","web",35,"Sid_Ink","","","","","","","","","Thu, 05 Jul 2012 19:13:27 +0000","","","","",2037,"","",90,"http://twitter.com/Sid_Ink","","","twitter",179,"1e1c6d57fa9ea580e074e3658135a582","","","","","","Atlantic Time (Canada)","","","",11.79,77,"","http://twitter.com/Sid_Ink/statuses/220958587583860736","","","","","","","","Sid_Ink",590848268,"","North Miami Beach, Florida","AuroreTicouli","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2370360025/g5x56kbiyf32pwsynfvc_normal.jpeg","fr","Sat, 26 May 2012 11:48:31 +0000","",true,"","","@AuroreTicouli Abn ?!! mes ses juste pour fumé ses pas dangereux","","",63,"fr","","220958160100392961","310174927","",0,"","","",-14400,"","BΔTGΔNG™","","Thu, 05 Jul 2012 19:13:27 +0000","","","",""
"","","","","Panoramic moTweets","","i am myself","","","",6,309041412,"","","","","",1,"","","","gijs♥","","","","","","Die mensen van ABN stuuren Me kapotte pas..","","","","309041412","","220979337174847488","","","","<a href=""http://www.panoramicsoft.com/mobileapps/motweets/moTweets.php"" rel=""nofollow"">Panoramic moTweets</a>",35,"g_ice98","","","","","","","","","Thu, 05 Jul 2012 20:35:54 +0000","","","","",8314,"","",105,"http://twitter.com/g_ice98","","","twitter",262,"1e1c6e1044e3a100e07412c9220e687c","","","","","","Amsterdam","","","",11.63,113,"","http://twitter.com/g_ice98/statuses/220979337174847488","","","","","","","","g_ice98",309041412,"","bij jou","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1916488743/Afbeelding_156_normal.jpg","nl","Wed, 01 Jun 2011 12:45:06 +0000","","","","","Die mensen van ABN stuuren Me kapotte pas..","","",100,"nl","","","","","","","","",3600,"","gijs♥","","Thu, 05 Jul 2012 20:35:54 +0000","","","",""
"","","","","web","","┌П┐(-_•)┌П┐ HATERS...#TeamKIDINK....#TeamTYGA...si je t'follow, follow back ou j'unfollow Loading Swag.. ████████████████ 100% Complete","","","",7,399008187,"","","","","","","","","http://www.facebook.com/#!/lAUdaIeuxSEan","Peuzei Shit_☆ ","","","","","","ah je vois, abn, crx = me repon pas","","","","399008187","","221006038172835842","","","","web",36,"Saliou_Ndiiay","","","","","","","","","Thu, 05 Jul 2012 22:22:00 +0000","","","","",3065,"","",197,"http://twitter.com/Saliou_Ndiiay","","","twitter",211,"1e1c6efd6bcba400e0742a6d4ab747ce","","","","","","Atlantic Time (Canada)","","","",12.39,154,"","http://twitter.com/Saliou_Ndiiay/statuses/221006038172835842","","","","","","","","Saliou_Ndiiay",399008187,"","brooklynn","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2358908983/drmkvirsjyuw34fb56f5_normal.jpeg","fr","Wed, 26 Oct 2011 21:18:26 +0000","","","","","ah je vois, abn, crx = me repon pas","","",61,"fr","[""video""]","","","",-9,"","","",-14400,"","Peuzei Shit_☆ ","","Thu, 05 Jul 2012 22:22:00 +0000","","","",""
0,"Peuzei Shit_☆ ","","","web","latissah","","","544786287","",2,"","","","","","","","","","","","","","",true,177,"","","","","","fr","221008990895751168","","",-14400,"",14,"latissah",399008187,"","",197,"","","Wed, 04 Apr 2012 00:22:44 +0000",154,"Thu, 05 Jul 2012 22:33:44 +0000","","","ah je vois, abn, crx = me repon pas","","","","","","http://twitter.com/latissah","",544786287,"twitter",21,"1e1c6f17a5a9a400e07474a986b17192",21,"","Thu, 05 Jul 2012 22:33:44 +0000","","Thu, 05 Jul 2012 22:22:00 +0000","","","","brooklynn",1.73,"","web","http://twitter.com/latissah/statuses/221008990895751168","","221008990895751168","","","","http://www.facebook.com/#!/lAUdaIeuxSEan","","",544786287,"","","",12,"[""ABN AMRO""]","Atlantic Time (Canada)","","http://a0.twimg.com/profile_images/2356105525/fluoxry6s9h9i09xdue7_normal.jpeg","fr","",3068,"","","┌П┐(-_•)┌П┐ HATERS...#TeamKIDINK....#TeamTYGA...si je t'follow, follow back ou j'unfollow Loading Swag.. ████████████████ 100% Complete","RT @Saliou_Ndiiay: ah je vois, abn, crx = me repon pas","Saliou_Ndiiay","",62,"","","","","",-8,"","web","Wed, 26 Oct 2011 21:18:26 +0000","","fr","La droguée","","","La droguée","","221006038172835842","399008187"
"","","","","web","","","","","",2,474926128,"","","","","","","","","","Priince B.","unisex","","","","","@rakhou95 Abn ! Mais les Apparences Sont Parfois trompeuses ! Peut être Qu'elles Sont pas Reellement Ce que tu Crois Qu'elles Sont !","","[""rakhou95""]","","474926128","","221067016688242690","","","","web",15,"KheuchPriince","","","","","","","","","Fri, 06 Jul 2012 02:24:18 +0000","","","","",407,"","",52,"http://twitter.com/KheuchPriince","","","twitter",28,"1e1c711b00f7a500e0747a02beba78e0","","","","","","","","","",2.11,102,"","http://twitter.com/KheuchPriince/statuses/221067016688242690","","","","","","","","KheuchPriince",474926128,"","Dakar","rakhou95","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2051318934/Youusdor_e_normal.jpg","fr","Thu, 26 Jan 2012 14:02:14 +0000","","","","","@rakhou95 Abn ! Mais les Apparences Sont Parfois trompeuses ! Peut être Qu'elles Sont pas Reellement Ce que tu Crois Qu'elles Sont !","","",100,"fr","","221066198027206657","406472693","",-9,"","","","","","Priince B.","","Fri, 06 Jul 2012 02:24:18 +0000","","","",""
"","","","","TweetCaster for Android","","","","","",18,223143525,"","","","","",1,"","","","Lucienne Keasberry","","","","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","","","223143525","","221175879265558530","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",43,"Lucienne1971","","","","","","","","","Fri, 06 Jul 2012 09:36:53 +0000","","","","",16992,"","",116,"http://twitter.com/Lucienne1971","","","twitter",687,"1e1c74e1e722a880e07443efe42f6736","","","","","","Amsterdam","","","",23.45,388,"","http://twitter.com/Lucienne1971/statuses/221175879265558530","","","","","","","","Lucienne1971",223143525,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2357932793/976nb4mzyw7ucgxrumjy_normal.jpeg","nl","Sun, 05 Dec 2010 14:38:06 +0000","","","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","",100,"nl","","","","","","","","",3600,"","Lucienne Keasberry","","Fri, 06 Jul 2012 09:36:53 +0000","","","",""
0,"Lucienne Keasberry","","","Tweetlogix","Brendita28NL","","","102653101","",21,"","","","","","","","","","","","","","",true,44366,"","","","","","nl","221179322571038720",3600,1,3600,"",49,"Brendita28NL",223143525,"","",116,"","","Thu, 07 Jan 2010 11:39:40 +0000",388,"Fri, 06 Jul 2012 09:50:34 +0000","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","","","","","http://twitter.com/Brendita28NL","",102653101,"twitter",1497,"1e1c75007ccda100e074e48788fbc118",192,"","Fri, 06 Jul 2012 09:50:34 +0000","","Fri, 06 Jul 2012 09:36:53 +0000","","","","",30.83,"","<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","http://twitter.com/Brendita28NL/statuses/221179322571038720",6,"221179322571038720","Zaanstad","Muziek\n\n@MickHarren\n@LAThevoices\n@GlennisGrace\n@BergetLewis\n@SasjaBrouwers1\n\nWerkend Gemeente Zaanstad \n","","","","",102653101,"http://www.MickHarren.nl","","",197,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2334862980/image_normal.jpg","nl","",16994,"","","","RT @Lucienne1971: Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","Lucienne1971","Amsterdam",100,"","","","","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Sun, 05 Dec 2010 14:38:06 +0000","","nl","❤Brendita❤","","","❤Brendita❤","","221175879265558530","223143525"
1,"Lucienne Keasberry","","","Twitter for iPhone","yuliesther","","","56326939","",9,"","","","","","","","","","","","female","","",true,7785,"","","","","","en","221180994336718848",-10800,1,3600,"",36,"yuliesther",223143525,"","",116,"","","Mon, 13 Jul 2009 08:55:31 +0000",388,"Fri, 06 Jul 2012 09:57:13 +0000","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","","","","","http://twitter.com/yuliesther","",56326939,"twitter",147,"1e1c750f59f6a280e074a238e066d56e",151,"","Fri, 06 Jul 2012 09:57:13 +0000","","Fri, 06 Jul 2012 09:36:53 +0000","","","","",14.84,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/yuliesther/statuses/221180994336718848",1,"221180994336718848","Krommenie Zaanstad","moeder van roanne en wielrennertje yuli, BMW-freak en non-hodgkin survivor!! carpe diem!!","","","","",56326939,"http://www.Facebook.com","","",164,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/1833547255/image_normal.jpg","nl","",16994,"","","","RT @Lucienne1971: Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","Lucienne1971","Greenland",100,"","","","","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Sun, 05 Dec 2010 14:38:06 +0000","","nl","Esther van der Molen","","","Esther van der Molen","","221175879265558530","223143525"
2,"Lucienne Keasberry","","","Twitter for BlackBerry®","moniquebeckers","","","293088613","",3,"","","","","","","","","","","","female","","","",173,"","","","","","en","221186957244497920","",1,3600,"",14,"moniquebeckers",223143525,"","",116,"","","Wed, 04 May 2011 18:52:19 +0000",388,"Fri, 06 Jul 2012 10:20:54 +0000","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","","","","","http://twitter.com/moniquebeckers","",293088613,"twitter",8,"1e1c754449aca700e074fce0d4740c76",9,"","Fri, 06 Jul 2012 10:20:54 +0000","","Fri, 06 Jul 2012 09:36:53 +0000","","","","",2.64,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","http://twitter.com/moniquebeckers/statuses/221186957244497920",1,"221186957244497920","","","","","","",293088613,"","","",16,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/1683798512/Amsterdam-20110717-00046_normal.jpg","nl","",16994,"","","","RT @Lucienne1971: Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","Lucienne1971","",100,"","","","","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Sun, 05 Dec 2010 14:38:06 +0000","","nl","Monique Beckers","","","Monique Beckers","","221175879265558530","223143525"
"","","","[""http://www.telegraaf.nl/overgeld/experts/bartcombee/12504440/__Pinnen_en_sparen_tegelijk__.html""]","twitterfeed","","","","","",2,300274499,"","","","","",4,"","[0]","","DDJ","","","","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/8wxqJuV3","","","","300274499","","221189994574909440","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",18,"DDJ___","","","","","","[""Fri, 06 Jul 2012 10:08:28 +0000""]","","","Fri, 06 Jul 2012 10:32:58 +0000","","","","[""http://bit.ly/OzbXaU""]",82331,"[""bit.ly""]","",253,"http://twitter.com/DDJ___","","","twitter",35,"1e1c755f4246a900e074c33f374d658c","","[""Pinnen en sparen tegelijk - Interessante columns van Bart Combee. | OverGeld.nl van De Telegraaf [Bart Combee]""]","","","","Greenland","","","",3.46,3,"","http://twitter.com/DDJ___/statuses/221189994574909440","","","","","","","","DDJ___",300274499,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1415973297/beats_by_dr_dre_logo_normal.jpg","nl","Tue, 17 May 2011 13:59:41 +0000","","","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/8wxqJuV3","","",100,"en","","","","","","","","",-10800,"","DDJ","","Fri, 06 Jul 2012 10:32:58 +0000","","","",""
"","","","[""http://www.telegraaf.nl/overgeld/experts/bartcombee/12504440/__Pinnen_en_sparen_tegelijk__.html""]","twitterfeed","","Voor al uw beurs nieuws we zijn ook eigennaar van @sport_alerts en @nieuws_alerts","","","",2,511886536,"","","","","",2,"","[0]","","beurs_alerts","","","","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/kjsAGFuL","","","","511886536","","221189998588858368","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",20,"beurs_alerts","","","","","","[""Fri, 06 Jul 2012 10:08:28 +0000""]","","","Fri, 06 Jul 2012 10:32:59 +0000","","","","[""http://bit.ly/OzbXaU""]",31215,"[""bit.ly""]","",206,"http://twitter.com/beurs_alerts","","","twitter",58,"1e1c755f4bcfaf80e074a06b198d88c0","","[""Pinnen en sparen tegelijk - Interessante columns van Bart Combee. | OverGeld.nl van De Telegraaf [Bart Combee]""]","","","","","","","",4.27,7,"","http://twitter.com/beurs_alerts/statuses/221189998588858368","","","","","","","","beurs_alerts",511886536,"","earth","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1867117031/Naamloos_normal.png","nl","Fri, 02 Mar 2012 12:54:10 +0000","","","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/kjsAGFuL","","",100,"nl","","","","","","","","","","","beurs_alerts","","Fri, 06 Jul 2012 10:32:59 +0000","","","",""
"","","","[""http://www.verzekeringsnieuws.nl/artikel/118015-pinnen-en-sparen-tegelijk""]","twitterfeed","","Online Sluiten en Vergelijken van Hypotheken, Verzekeringen en Kredieten","","","",2,95214217,"","","","","",1,"","[0]","http://www.interplein.nl","Interplein","","","[{""name"":""ABN AMRO Holdings"",""sentiment"":0,""confident"":1,""label"":""Company"",""evidence"":1,""type"":""Company"",""about"":1,""themes"":[""heeft een nieuwe spaarvorm geïntroduceerd"",""sparen tegelijk""]}]","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/Q625c5zN","","","","95214217","","221190672055672832","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",15,"Interplein","","","","","","[""Fri, 06 Jul 2012 10:35:41 +0000""]","","","Fri, 06 Jul 2012 10:35:40 +0000","[{""name"":""Banking"",""score"":0.47154286503792,""hits"":0}]","","","[""http://bit.ly/PoG9bd""]",480,"[""bit.ly""]","",352,"http://twitter.com/Interplein","","","twitter",34,"1e1c75654b3aa600e074ebbfd17181ba","","[""Pinnen en sparen tegelijk | Verzekeringsnieuws""]","","","","Amsterdam","","","",1.85,1236,"","http://twitter.com/Interplein/statuses/221190672055672832","","","","","","","","Interplein",95214217,"","Eindhoven","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2184010468/interplein_normal.jpg","","Mon, 07 Dec 2009 14:52:27 +0000","","","","","Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinsparen. Het idee is dat bij ie... http://t.co/Q625c5zN","","","","nl","","","","",0,"","","",3600,"","Interplein","","Fri, 06 Jul 2012 10:35:40 +0000","","","",""
4,"Lucienne Keasberry","","","Twitter for iPhone","jerdy1234567890","","","275694631","",6,"","","","","","","","","","","","","","",true,6791,"","","","","","en","221196767046287360","",1,3600,"",31,"jerdy1234567890",223143525,"","",116,"","","Fri, 01 Apr 2011 20:16:00 +0000",388,"Fri, 06 Jul 2012 10:59:53 +0000","","","Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","","","","","","http://twitter.com/jerdy1234567890","",275694631,"twitter",74,"1e1c759b6c1daa80e074805db4a42874",99,"","Fri, 06 Jul 2012 10:59:53 +0000","","Fri, 06 Jul 2012 09:36:53 +0000","","","","",11.12,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/jerdy1234567890/statuses/221196767046287360","","221196767046287360","3/4 Nederlands, 1/4 Italiaans","#teamvieze #luchtmacht #TWL$","","","","",275694631,"","","",89,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2350131231/image_normal.jpg","nl","",16995,"","","","RT @Lucienne1971: Er gaat mail de ronde in van ABN Amro PAS OP!!!! Niet op de link klikken!!!! IS VIRUS!!!!! RT PLEASE !!!","Lucienne1971","",100,"","","","","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Sun, 05 Dec 2010 14:38:06 +0000","","nl","#teamWATLAN","","","#teamWATLAN","","221175879265558530","223143525"
"","","","[""http://www.verzekeringsnieuws.nl/artikel/118015-pinnen-en-sparen-tegelijk""]","twitterfeed","","Marktleider in verspreiding van #verzekeringsnieuws en -#vacatures via Twitter. In één oogopslag al het actueel nieuws over #verzekeringen uit openbare bronnen.","","","",5,161686547,"","","","","",120,"","[0]","http://www.verzekeringsnieuws.nl","Verzekeringsnieuws","","","","","","#ABN Amro #spaarrekening Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinspare... http://t.co/hKDhrOuG","","","","161686547","","221197111801282562","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",41,"VerzNieuws","","","","","","[""Fri, 06 Jul 2012 10:35:41 +0000""]","","","Fri, 06 Jul 2012 11:01:15 +0000","","","","[""http://tinyurl.com/7smy2yy""]",9822,"[""tinyurl.com""]","",5598,"http://twitter.com/VerzNieuws","","","twitter",474,"1e1c759e7a20af80e0747d4b7dd3c98c","","[""Pinnen en sparen tegelijk | Verzekeringsnieuws""]","","","","Amsterdam","","","",19.69,6137,"","http://twitter.com/VerzNieuws/statuses/221197111801282562","","","","","","","","VerzNieuws",161686547,"","Amsterdam, Veenendaal","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1134572780/Logo-VN-Wereldbol-100-x-100_normal.jpg","nl","Thu, 01 Jul 2010 13:59:53 +0000","",true,"","","#ABN Amro #spaarrekening Pinnen en sparen tegelijk: ABN Amro heeft een nieuwe spaarvorm geïntroduceerd: pinspare... http://t.co/hKDhrOuG","","",100,"nl","[""finance""]","","","","","","","",3600,"","Verzekeringsnieuws","","Fri, 06 Jul 2012 11:01:15 +0000","","","",""
"","","","","TweetDeck","","Daan is web editor at KRO, publishes DeepJournal.com and wrote (in Dutch) these two books:\r\nDeVolgendeOorlog.nl\r\nand DossierMexicaanseGriep.nl","","","",4,45314710,"","","","","",44,"","","http://www.deepjournal.com","Daan de Wit","male","","","","","We zijn pas echt het haasje als die ABN-AMRO-spammers leren spellen.","","","","45314710","","221200070220054528","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",33,"DaanDeWit","","","","","","","","","Fri, 06 Jul 2012 11:13:01 +0000","","","","",4173,"","",818,"http://twitter.com/DaanDeWit","","","twitter",221,"1e1c75b8c711ac80e0740bfeb2089f7c","","","","","","Amsterdam","","","",10.24,284,"","http://twitter.com/DaanDeWit/statuses/221200070220054528","","","","","","","","DaanDeWit",45314710,"","Amsterdam","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1546760253/DaanSicil_Twitter_normal.jpg","nl","Sun, 07 Jun 2009 09:49:00 +0000","","","","","We zijn pas echt het haasje als die ABN-AMRO-spammers leren spellen.","","",100,"en","[""politics"",""world news"",""nl"",""government"",""iran""]","","","","","","","",3600,"","Daan de Wit","","Fri, 06 Jul 2012 11:13:01 +0000","","","",""
"","","","","Twitter for iPhone","","Ondernemer, sociaal betrokken, kan niet tegen onrecht, politiek geëngageerd. ","","","",2,87977672,"","","","","",1,"","","http://vanlonden.nl","Marcello van Londen","male","","","","","@Consumentenbond  ze hebben me Afgesloten ipv wijziging van mijn abn. Ze willen me opnieuw aansluiten maar pas na 10/12 dagen.","","[""Consumentenbond""]","","87977672","","221201643352502272","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,"Marcello1961","","","","","","","","","Fri, 06 Jul 2012 11:19:16 +0000","","","","",2388,"","",104,"http://twitter.com/Marcello1961","","","twitter",1,"1e1c75c6bf59a200e07404bc843b058e","","","","","","","","","",0.04,164,"","http://twitter.com/Marcello1961/statuses/221201643352502272","","","","","","","","Marcello1961",87977672,"","Breda","Consumentenbond","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1418707475/Marcello_18-06-2011_normal.png","nl","Fri, 06 Nov 2009 16:36:54 +0000","",true,"","","@Consumentenbond  ze hebben me Afgesloten ipv wijziging van mijn abn. Ze willen me opnieuw aansluiten maar pas na 10/12 dagen.","","",92,"en","","221200425381146625","27832973","","","","","","","","Marcello van Londen","","Fri, 06 Jul 2012 11:19:16 +0000","","","",""
"","","","[""http://www.telegraaf.nl/overgeld/experts/bartcombee/12504440/__Pinnen_en_sparen_tegelijk__.html""]","HootSuite","","FFP / 2.0 / blogger/ iPhone / financieel / personal finance / planner / new media / hypotheken / beleggen / transparant","","","",3,43609204,"","","","","",10,"","[1]","http://financieel20.wordpress.com","financieel 2.0","","","","","","Pinnen en sparen tegelijk - ABN Amro heeft een nieuwe spaarvorm ge&amp;#239;ntroduceerd: pinsparen. Het idee is dat bij ... http://t.co/379smgnp","","","","43609204","","221203124168306688","","","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",19,"financieel20","","","","","","[""Fri, 06 Jul 2012 10:08:29 +0000""]","","","Fri, 06 Jul 2012 11:25:09 +0000","","","","[""http://ow.ly/1l8PKe""]",11906,"[""ow.ly""]","",474,"http://twitter.com/financieel20","","","twitter",38,"1e1c75d3e5d1a880e0748e3128a61082","","[""Pinnen en sparen tegelijk - Interessante columns van Bart Combee. | OverGeld.nl van De Telegraaf [Bart Combee]""]","","","","Greenland","","","",4.18,453,"","http://twitter.com/financieel20/statuses/221203124168306688","","","","","","","","financieel20",43609204,"","nederland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/273050664/fin_logo.001_normal.jpg","nl","Sat, 30 May 2009 22:47:45 +0000","","","","","Pinnen en sparen tegelijk - ABN Amro heeft een nieuwe spaarvorm ge&amp;#239;ntroduceerd: pinsparen. Het idee is dat bij ... http://t.co/379smgnp","","",100,"en","","","","","","","","",-10800,"","financieel 2.0","","Fri, 06 Jul 2012 11:25:09 +0000","","","",""
